PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,GtiTracking,WindSpeed10m,Zenith
2021-05-08T10:00:00Z,2021-05-08T09:00:00Z,PT60M,8.7,-84,70.8,0,0,0,0,0,0.9,113
2021-05-08T11:00:00Z,2021-05-08T10:00:00Z,PT60M,8.4,-77,68.8,0,0,0,0,0,0.3,101
2021-05-08T12:00:00Z,2021-05-08T11:00:00Z,PT60M,8.9,-69,11.5,15,37,3,18,14,0.2,89
2021-05-08T13:00:00Z,2021-05-08T12:00:00Z,PT60M,10.0,-60,39.3,97,3,0,97,97,0.4,77
2021-05-08T14:00:00Z,2021-05-08T13:00:00Z,PT60M,11.1,-50,49.6,169,0,0,169,169,0.9,67
2021-05-08T15:00:00Z,2021-05-08T14:00:00Z,PT60M,12.3,-37,51.5,236,2,1,237,237,1.0,58
2021-05-08T16:00:00Z,2021-05-08T15:00:00Z,PT60M,13.5,-21,26.0,319,184,112,432,449,1.4,52
2021-05-08T17:00:00Z,2021-05-08T16:00:00Z,PT60M,14.7,-3,21.2,313,276,178,491,492,1.9,50
2021-05-08T18:00:00Z,2021-05-08T17:00:00Z,PT60M,15.4,16,30.3,321,153,96,417,425,2.1,51
2021-05-08T19:00:00Z,2021-05-08T18:00:00Z,PT60M,15.7,32,31.2,297,100,57,354,373,2.3,56
2021-05-08T20:00:00Z,2021-05-08T19:00:00Z,PT60M,15.7,46,30.3,225,87,39,264,302,2.7,64
2021-05-08T21:00:00Z,2021-05-08T20:00:00Z,PT60M,15.1,57,20.1,109,199,50,159,233,2.8,74
2021-05-08T22:00:00Z,2021-05-08T21:00:00Z,PT60M,14.0,66,19.7,32,73,10,41,39,2.6,85
2021-05-08T23:00:00Z,2021-05-08T22:00:00Z,PT60M,12.6,75,38.5,0,0,0,0,0,2.0,97
2021-05-09T00:00:00Z,2021-05-08T23:00:00Z,PT60M,11.7,82,35.3,0,0,0,0,0,1.3,110
2021-05-09T01:00:00Z,2021-05-09T00:00:00Z,PT60M,11.2,90,29.4,0,0,0,0,0,1.0,122
2021-05-09T02:00:00Z,2021-05-09T01:00:00Z,PT60M,10.9,99,34.8,0,0,0,0,0,0.9,135
2021-05-09T03:00:00Z,2021-05-09T02:00:00Z,PT60M,10.6,111,57.0,0,0,0,0,0,1.2,147
2021-05-09T04:00:00Z,2021-05-09T03:00:00Z,PT60M,10.2,132,76.0,0,0,0,0,0,1.0,158
2021-05-09T05:00:00Z,2021-05-09T04:00:00Z,PT60M,9.9,173,76.7,0,0,0,0,0,0.8,164
2021-05-09T06:00:00Z,2021-05-09T05:00:00Z,PT60M,9.5,-142,76.0,0,0,0,0,0,0.8,160
2021-05-09T07:00:00Z,2021-05-09T06:00:00Z,PT60M,9.1,-116,77.4,0,0,0,0,0,0.9,150
2021-05-09T08:00:00Z,2021-05-09T07:00:00Z,PT60M,8.7,-102,48.1,0,0,0,0,0,0.9,138
2021-05-09T09:00:00Z,2021-05-09T08:00:00Z,PT60M,8.3,-92,25.8,0,0,0,0,0,1.0,126
2021-05-09T10:00:00Z,2021-05-09T09:00:00Z,PT60M,7.8,-84,49.5,0,0,0,0,0,1.1,113
2021-05-09T11:00:00Z,2021-05-09T10:00:00Z,PT60M,7.5,-77,47.9,0,0,0,0,0,1.2,101
2021-05-09T12:00:00Z,2021-05-09T11:00:00Z,PT60M,8.1,-69,35.6,13,41,5,17,12,1.2,89
2021-05-09T13:00:00Z,2021-05-09T12:00:00Z,PT60M,10.0,-60,1.2,41,545,123,164,304,0.7,78
2021-05-09T14:00:00Z,2021-05-09T13:00:00Z,PT60M,12.1,-49,0.0,54,739,287,341,668,0.7,67
2021-05-09T15:00:00Z,2021-05-09T14:00:00Z,PT60M,13.8,-37,0.0,62,824,429,491,679,1.3,59
2021-05-09T16:00:00Z,2021-05-09T15:00:00Z,PT60M,15.4,-21,0.0,66,867,527,593,654,1.8,53
2021-05-09T17:00:00Z,2021-05-09T16:00:00Z,PT60M,16.8,-3,0.2,71,873,561,633,638,2.2,50
2021-05-09T18:00:00Z,2021-05-09T17:00:00Z,PT60M,17.7,16,0.0,68,871,543,611,648,2.3,51
2021-05-09T19:00:00Z,2021-05-09T18:00:00Z,PT60M,18.3,32,0.0,64,841,463,527,674,2.4,57
2021-05-09T20:00:00Z,2021-05-09T19:00:00Z,PT60M,18.5,46,0.0,57,774,333,390,687,2.4,65
2021-05-09T21:00:00Z,2021-05-09T20:00:00Z,PT60M,18.0,57,0.0,43,642,175,218,458,2.4,74
2021-05-09T22:00:00Z,2021-05-09T21:00:00Z,PT60M,16.0,66,8.7,19,255,33,51,42,2.1,86
2021-05-09T23:00:00Z,2021-05-09T22:00:00Z,PT60M,13.8,74,25.8,0,0,0,0,0,1.7,97
2021-05-10T00:00:00Z,2021-05-09T23:00:00Z,PT60M,12.6,82,26.7,0,0,0,0,0,1.3,110
2021-05-10T01:00:00Z,2021-05-10T00:00:00Z,PT60M,12.0,90,2.0,0,0,0,0,0,1.1,122
2021-05-10T02:00:00Z,2021-05-10T01:00:00Z,PT60M,11.7,98,23.9,0,0,0,0,0,1.0,135
2021-05-10T03:00:00Z,2021-05-10T02:00:00Z,PT60M,11.5,111,39.0,0,0,0,0,0,0.9,147
2021-05-10T04:00:00Z,2021-05-10T03:00:00Z,PT60M,11.3,132,42.3,0,0,0,0,0,0.8,158
2021-05-10T05:00:00Z,2021-05-10T04:00:00Z,PT60M,11.2,173,50.6,0,0,0,0,0,0.9,164
2021-05-10T06:00:00Z,2021-05-10T05:00:00Z,PT60M,11.1,-141,39.9,0,0,0,0,0,0.9,160
2021-05-10T07:00:00Z,2021-05-10T06:00:00Z,PT60M,10.8,-115,38.4,0,0,0,0,0,0.8,150
2021-05-10T08:00:00Z,2021-05-10T07:00:00Z,PT60M,10.4,-101,8.6,0,0,0,0,0,0.7,139
2021-05-10T09:00:00Z,2021-05-10T08:00:00Z,PT60M,9.7,-92,5.5,0,0,0,0,0,0.7,126
2021-05-10T10:00:00Z,2021-05-10T09:00:00Z,PT60M,9.1,-84,0.8,0,0,0,0,0,0.7,113
2021-05-10T11:00:00Z,2021-05-10T10:00:00Z,PT60M,8.9,-76,29.9,0,0,0,0,0,0.6,101
2021-05-10T12:00:00Z,2021-05-10T11:00:00Z,PT60M,9.6,-69,34.4,14,29,3,17,14,0.6,89
2021-05-10T13:00:00Z,2021-05-10T12:00:00Z,PT60M,12.2,-60,6.5,50,480,111,161,292,0.4,78
2021-05-10T14:00:00Z,2021-05-10T13:00:00Z,PT60M,15.1,-49,1.9,63,720,278,341,662,0.3,67
2021-05-10T15:00:00Z,2021-05-10T14:00:00Z,PT60M,17.0,-36,0.0,58,852,441,498,692,0.9,59
2021-05-10T16:00:00Z,2021-05-10T15:00:00Z,PT60M,18.6,-21,0.0,63,888,537,600,663,1.6,53
2021-05-10T17:00:00Z,2021-05-10T16:00:00Z,PT60M,19.8,-3,0.3,72,887,567,638,643,1.9,50
2021-05-10T18:00:00Z,2021-05-10T17:00:00Z,PT60M,20.5,16,1.3,86,842,521,608,644,2.2,52
2021-05-10T19:00:00Z,2021-05-10T18:00:00Z,PT60M,20.8,32,0.0,66,846,463,529,677,2.4,57
2021-05-10T20:00:00Z,2021-05-10T19:00:00Z,PT60M,20.6,46,0.0,59,776,332,390,689,2.6,65
2021-05-10T21:00:00Z,2021-05-10T20:00:00Z,PT60M,19.6,57,0.0,44,641,173,217,449,2.8,75
2021-05-10T22:00:00Z,2021-05-10T21:00:00Z,PT60M,16.9,66,6.9,19,240,30,49,39,2.6,86
2021-05-10T23:00:00Z,2021-05-10T22:00:00Z,PT60M,14.0,74,24.4,0,0,0,0,0,1.7,98
2021-05-11T00:00:00Z,2021-05-10T23:00:00Z,PT60M,12.7,82,26.6,0,0,0,0,0,1.1,110
2021-05-11T01:00:00Z,2021-05-11T00:00:00Z,PT60M,11.9,89,1.1,0,0,0,0,0,0.5,122
2021-05-11T02:00:00Z,2021-05-11T01:00:00Z,PT60M,11.5,98,0.0,0,0,0,0,0,0.4,135
2021-05-11T03:00:00Z,2021-05-11T02:00:00Z,PT60M,11.3,110,0.0,0,0,0,0,0,0.7,147
2021-05-11T04:00:00Z,2021-05-11T03:00:00Z,PT60M,11.0,131,0.0,0,0,0,0,0,0.6,158
2021-05-11T05:00:00Z,2021-05-11T04:00:00Z,PT60M,10.6,173,0.0,0,0,0,0,0,0.8,164
2021-05-11T06:00:00Z,2021-05-11T05:00:00Z,PT60M,10.2,-141,0.0,0,0,0,0,0,1.0,161
2021-05-11T07:00:00Z,2021-05-11T06:00:00Z,PT60M,9.8,-115,0.0,0,0,0,0,0,0.9,151
2021-05-11T08:00:00Z,2021-05-11T07:00:00Z,PT60M,9.5,-101,0.0,0,0,0,0,0,0.7,139
2021-05-11T09:00:00Z,2021-05-11T08:00:00Z,PT60M,9.3,-92,0.0,0,0,0,0,0,0.8,126
2021-05-11T10:00:00Z,2021-05-11T09:00:00Z,PT60M,9.0,-84,0.0,0,0,0,0,0,1.0,114
2021-05-11T11:00:00Z,2021-05-11T10:00:00Z,PT60M,8.7,-76,1.6,0,0,0,0,0,1.0,101
2021-05-11T12:00:00Z,2021-05-11T11:00:00Z,PT60M,9.4,-68,4.2,8,136,13,21,6,0.9,89
2021-05-11T13:00:00Z,2021-05-11T12:00:00Z,PT60M,12.4,-60,0.4,33,632,137,170,305,0.8,78
2021-05-11T14:00:00Z,2021-05-11T13:00:00Z,PT60M,15.8,-49,0.0,44,805,308,351,699,0.8,68
2021-05-11T15:00:00Z,2021-05-11T14:00:00Z,PT60M,17.9,-36,0.0,50,886,456,505,705,1.1,59
2021-05-11T16:00:00Z,2021-05-11T15:00:00Z,PT60M,19.8,-21,0.0,53,927,557,610,675,1.4,53
2021-05-11T17:00:00Z,2021-05-11T16:00:00Z,PT60M,21.3,-3,0.3,60,928,590,650,655,1.7,51
2021-05-11T18:00:00Z,2021-05-11T17:00:00Z,PT60M,22.2,16,0.2,59,924,569,628,666,1.9,52
2021-05-11T19:00:00Z,2021-05-11T18:00:00Z,PT60M,22.7,32,0.0,54,899,489,543,698,1.8,57
2021-05-11T20:00:00Z,2021-05-11T19:00:00Z,PT60M,22.8,46,0.0,49,833,353,402,719,1.9,65
2021-05-11T21:00:00Z,2021-05-11T20:00:00Z,PT60M,22.0,57,0.0,38,703,187,225,466,2.0,75
2021-05-11T22:00:00Z,2021-05-11T21:00:00Z,PT60M,18.7,66,5.2,17,278,34,51,36,1.9,86
2021-05-11T23:00:00Z,2021-05-11T22:00:00Z,PT60M,15.3,74,22.8,0,0,0,0,0,1.6,98
2021-05-12T00:00:00Z,2021-05-11T23:00:00Z,PT60M,14.1,81,28.5,0,0,0,0,0,1.2,110
2021-05-12T01:00:00Z,2021-05-12T00:00:00Z,PT60M,13.2,89,1.1,0,0,0,0,0,0.9,123
2021-05-12T02:00:00Z,2021-05-12T01:00:00Z,PT60M,12.7,98,0.0,0,0,0,0,0,0.9,135
2021-05-12T03:00:00Z,2021-05-12T02:00:00Z,PT60M,12.1,110,1.3,0,0,0,0,0,0.9,147
2021-05-12T04:00:00Z,2021-05-12T03:00:00Z,PT60M,11.5,131,0.1,0,0,0,0,0,0.7,158
2021-05-12T05:00:00Z,2021-05-12T04:00:00Z,PT60M,11.3,173,0.0,0,0,0,0,0,1.1,164
2021-05-12T06:00:00Z,2021-05-12T05:00:00Z,PT60M,11.1,-140,0.0,0,0,0,0,0,1.2,161
2021-05-12T07:00:00Z,2021-05-12T06:00:00Z,PT60M,10.9,-115,0.0,0,0,0,0,0,1.3,151
2021-05-12T08:00:00Z,2021-05-12T07:00:00Z,PT60M,10.7,-101,0.0,0,0,0,0,0,1.1,139
2021-05-12T09:00:00Z,2021-05-12T08:00:00Z,PT60M,10.3,-91,0.0,0,0,0,0,0,0.7,126
2021-05-12T10:00:00Z,2021-05-12T09:00:00Z,PT60M,10.0,-83,0.0,0,0,0,0,0,0.8,114
2021-05-12T11:00:00Z,2021-05-12T10:00:00Z,PT60M,9.8,-76,1.8,0,0,0,0,0,1.1,101
2021-05-12T12:00:00Z,2021-05-12T11:00:00Z,PT60M,10.4,-68,5.3,8,136,13,21,6,0.7,89
2021-05-12T13:00:00Z,2021-05-12T12:00:00Z,PT60M,14.0,-59,0.4,31,671,144,175,307,0.2,78
2021-05-12T14:00:00Z,2021-05-12T13:00:00Z,PT60M,17.6,-49,0.0,43,833,316,358,717,0.9,68
2021-05-12T15:00:00Z,2021-05-12T14:00:00Z,PT60M,19.3,-36,0.0,50,906,463,513,717,1.0,59
2021-05-12T16:00:00Z,2021-05-12T15:00:00Z,PT60M,21.1,-20,0.0,54,941,562,616,683,1.0,53
2021-05-12T17:00:00Z,2021-05-12T16:00:00Z,PT60M,22.9,-3,2.7,95,859,543,638,643,1.1,51
2021-05-12T18:00:00Z,2021-05-12T17:00:00Z,PT60M,23.9,15,3.2,102,829,507,609,646,1.8,52
2021-05-12T19:00:00Z,2021-05-12T18:00:00Z,PT60M,24.2,32,0.0,57,894,483,541,697,2.3,57
2021-05-12T20:00:00Z,2021-05-12T19:00:00Z,PT60M,24.1,45,0.0,52,822,346,398,713,2.5,65
2021-05-12T21:00:00Z,2021-05-12T20:00:00Z,PT60M,22.9,56,0.5,43,669,177,220,446,2.5,75
2021-05-12T22:00:00Z,2021-05-12T21:00:00Z,PT60M,18.9,66,15.3,26,144,18,44,35,1.9,86
2021-05-12T23:00:00Z,2021-05-12T22:00:00Z,PT60M,15.4,74,17.5,0,0,0,0,0,1.1,98
2021-05-13T00:00:00Z,2021-05-12T23:00:00Z,PT60M,14.2,81,16.6,0,0,0,0,0,0.8,110
2021-05-13T01:00:00Z,2021-05-13T00:00:00Z,PT60M,13.5,89,2.1,0,0,0,0,0,0.5,123
2021-05-13T02:00:00Z,2021-05-13T01:00:00Z,PT60M,12.9,98,0.0,0,0,0,0,0,0.7,135
2021-05-13T03:00:00Z,2021-05-13T02:00:00Z,PT60M,12.2,110,0.0,0,0,0,0,0,1.1,148
2021-05-13T04:00:00Z,2021-05-13T03:00:00Z,PT60M,11.6,131,0.0,0,0,0,0,0,0.9,158
2021-05-13T05:00:00Z,2021-05-13T04:00:00Z,PT60M,11.2,172,0.0,0,0,0,0,0,0.8,165
2021-05-13T06:00:00Z,2021-05-13T05:00:00Z,PT60M,10.7,-140,2.8,0,0,0,0,0,0.5,161
2021-05-13T07:00:00Z,2021-05-13T06:00:00Z,PT60M,10.7,-114,33.3,0,0,0,0,0,0.7,151
2021-05-13T08:00:00Z,2021-05-13T07:00:00Z,PT60M,10.7,-100,57.7,0,0,0,0,0,0.7,139
2021-05-13T09:00:00Z,2021-05-13T08:00:00Z,PT60M,10.6,-91,21.4,0,0,0,0,0,0.1,126
2021-05-13T10:00:00Z,2021-05-13T09:00:00Z,PT60M,11.3,-83,23.6,0,0,0,0,0,0.5,114
2021-05-13T11:00:00Z,2021-05-13T10:00:00Z,PT60M,12.7,-76,23.7,0,0,0,0,0,0.7,101
2021-05-13T12:00:00Z,2021-05-13T11:00:00Z,PT60M,14.0,-68,11.4,13,10,1,14,12,1.0,89
2021-05-13T13:00:00Z,2021-05-13T12:00:00Z,PT60M,15.8,-59,20.5,80,177,43,123,180,0.2,78
2021-05-13T14:00:00Z,2021-05-13T13:00:00Z,PT60M,17.3,-49,36.7,168,88,29,197,247,1.1,68
2021-05-13T15:00:00Z,2021-05-13T14:00:00Z,PT60M,18.9,-36,39.5,274,21,12,286,290,0.4,59
2021-05-13T16:00:00Z,2021-05-13T15:00:00Z,PT60M,21.0,-20,26.0,307,193,115,422,439,0.4,54
2021-05-13T17:00:00Z,2021-05-13T16:00:00Z,PT60M,22.6,-3,32.6,336,118,74,410,411,1.3,51
2021-05-13T18:00:00Z,2021-05-13T17:00:00Z,PT60M,23.4,15,20.2,275,315,191,466,485,2.2,52
2021-05-13T19:00:00Z,2021-05-13T18:00:00Z,PT60M,23.5,32,27.0,274,169,91,365,402,2.3,58
2021-05-13T20:00:00Z,2021-05-13T19:00:00Z,PT60M,23.1,45,21.6,191,230,96,287,395,2.4,65
2021-05-13T21:00:00Z,2021-05-13T20:00:00Z,PT60M,21.7,56,24.0,118,138,30,148,180,2.4,75
2021-05-13T22:00:00Z,2021-05-13T21:00:00Z,PT60M,18.9,65,10.5,22,134,17,40,30,1.9,86
2021-05-13T23:00:00Z,2021-05-13T22:00:00Z,PT60M,16.3,73,33.2,0,0,0,0,0,1.2,98
2021-05-14T00:00:00Z,2021-05-13T23:00:00Z,PT60M,15.2,81,43.5,0,0,0,0,0,0.7,110
2021-05-14T01:00:00Z,2021-05-14T00:00:00Z,PT60M,14.6,89,9.8,0,0,0,0,0,0.7,123
2021-05-14T02:00:00Z,2021-05-14T01:00:00Z,PT60M,13.9,97,0.0,0,0,0,0,0,0.6,135
2021-05-14T03:00:00Z,2021-05-14T02:00:00Z,PT60M,13.6,109,0.0,0,0,0,0,0,0.3,148
2021-05-14T04:00:00Z,2021-05-14T03:00:00Z,PT60M,13.4,130,0.0,0,0,0,0,0,0.3,159
2021-05-14T05:00:00Z,2021-05-14T04:00:00Z,PT60M,13.1,172,1.1,0,0,0,0,0,0.6,165
2021-05-14T06:00:00Z,2021-05-14T05:00:00Z,PT60M,12.6,-140,1.2,0,0,0,0,0,0.9,161
2021-05-14T07:00:00Z,2021-05-14T06:00:00Z,PT60M,11.9,-114,0.0,0,0,0,0,0,0.8,151
2021-05-14T08:00:00Z,2021-05-14T07:00:00Z,PT60M,11.3,-100,0.0,0,0,0,0,0,0.6,139
2021-05-14T09:00:00Z,2021-05-14T08:00:00Z,PT60M,11.0,-91,0.0,0,0,0,0,0,0.4,126
2021-05-14T10:00:00Z,2021-05-14T09:00:00Z,PT60M,11.0,-83,0.0,0,0,0,0,0,0.6,114
2021-05-14T11:00:00Z,2021-05-14T10:00:00Z,PT60M,11.0,-76,3.2,0,0,0,0,0,0.6,102
2021-05-14T12:00:00Z,2021-05-14T11:00:00Z,PT60M,11.8,-68,2.4,8,91,9,16,7,0.4,90
2021-05-14T13:00:00Z,2021-05-14T12:00:00Z,PT60M,14.4,-59,1.0,41,511,106,148,238,0.2,78
2021-05-14T14:00:00Z,2021-05-14T13:00:00Z,PT60M,17.0,-48,21.8,166,225,82,248,361,0.4,68
2021-05-14T15:00:00Z,2021-05-14T14:00:00Z,PT60M,18.5,-36,5.4,110,649,332,442,594,0.8,60
2021-05-14T16:00:00Z,2021-05-14T15:00:00Z,PT60M,19.9,-20,0.0,70,836,494,564,624,1.5,54
2021-05-14T17:00:00Z,2021-05-14T16:00:00Z,PT60M,21.1,-3,3.0,111,759,475,585,590,1.7,51
2021-05-14T18:00:00Z,2021-05-14T17:00:00Z,PT60M,21.9,15,4.4,127,705,427,554,587,1.9,53
2021-05-14T19:00:00Z,2021-05-14T18:00:00Z,PT60M,22.3,32,0.1,71,796,425,496,638,2.3,58
2021-05-14T20:00:00Z,2021-05-14T19:00:00Z,PT60M,22.2,45,0.0,61,727,301,362,646,2.7,66
2021-05-14T21:00:00Z,2021-05-14T20:00:00Z,PT60M,21.2,56,0.0,45,585,151,196,381,2.6,75
2021-05-14T22:00:00Z,2021-05-14T21:00:00Z,PT60M,18.6,65,8.0,17,194,24,41,26,2.0,86
2021-05-14T23:00:00Z,2021-05-14T22:00:00Z,PT60M,16.1,73,25.1,0,0,0,0,0,1.0,98
2021-05-15T00:00:00Z,2021-05-14T23:00:00Z,PT60M,15.3,81,36.1,0,0,0,0,0,0.6,110
2021-05-15T01:00:00Z,2021-05-15T00:00:00Z,PT60M,15.0,88,38.0,0,0,0,0,0,0.8,123
2021-05-15T02:00:00Z,2021-05-15T01:00:00Z,PT60M,14.7,97,30.6,0,0,0,0,0,0.8,136
2021-05-15T03:00:00Z,2021-05-15T02:00:00Z,PT60M,14.6,109,48.1,0,0,0,0,0,0.8,148
2021-05-15T04:00:00Z,2021-05-15T03:00:00Z,PT60M,14.4,130,47.3,0,0,0,0,0,0.9,159
2021-05-15T05:00:00Z,2021-05-15T04:00:00Z,PT60M,14.3,172,69.5,0,0,0,0,0,0.6,165
2021-05-15T06:00:00Z,2021-05-15T05:00:00Z,PT60M,14.4,-139,88.8,0,0,0,0,0,0.2,161
2021-05-15T07:00:00Z,2021-05-15T06:00:00Z,PT60M,14.3,-113,83.7,0,0,0,0,0,0.3,151
2021-05-15T08:00:00Z,2021-05-15T07:00:00Z,PT60M,14.2,-100,83.0,0,0,0,0,0,0.5,139
2021-05-15T09:00:00Z,2021-05-15T08:00:00Z,PT60M,14.1,-90,78.6,0,0,0,0,0,0.4,127
2021-05-15T10:00:00Z,2021-05-15T09:00:00Z,PT60M,13.8,-83,68.1,0,0,0,0,0,0.2,114
2021-05-15T11:00:00Z,2021-05-15T10:00:00Z,PT60M,13.8,-75,76.1,0,0,0,0,0,0.1,102
2021-05-15T12:00:00Z,2021-05-15T11:00:00Z,PT60M,14.2,-68,18.2,9,40,4,13,8,0.7,90
2021-05-15T13:00:00Z,2021-05-15T12:00:00Z,PT60M,15.5,-59,35.0,89,24,3,92,89,0.4,78
2021-05-15T14:00:00Z,2021-05-15T13:00:00Z,PT60M,17.4,-48,43.3,176,1,0,177,177,0.2,68
2021-05-15T15:00:00Z,2021-05-15T14:00:00Z,PT60M,18.8,-36,41.1,271,1,1,271,272,1.0,60
2021-05-15T16:00:00Z,2021-05-15T15:00:00Z,PT60M,19.6,-20,36.5,327,44,25,352,358,1.7,54
2021-05-15T17:00:00Z,2021-05-15T16:00:00Z,PT60M,19.8,-3,45.8,323,0,0,323,323,1.7,52
2021-05-15T18:00:00Z,2021-05-15T17:00:00Z,PT60M,19.8,15,52.7,271,0,0,271,271,1.7,53
2021-05-15T19:00:00Z,2021-05-15T18:00:00Z,PT60M,19.5,31,61.5,189,0,0,189,189,1.9,58
2021-05-15T20:00:00Z,2021-05-15T19:00:00Z,PT60M,18.8,45,63.8,127,0,0,127,127,1.9,66
2021-05-15T21:00:00Z,2021-05-15T20:00:00Z,PT60M,17.7,56,46.5,97,0,0,97,97,1.7,75
2021-05-15T22:00:00Z,2021-05-15T21:00:00Z,PT60M,16.2,65,13.6,24,52,5,28,23,1.2,86
2021-05-15T23:00:00Z,2021-05-15T22:00:00Z,PT60M,14.8,73,18.6,0,0,0,0,0,0.4,98
2021-05-16T00:00:00Z,2021-05-15T23:00:00Z,PT60M,14.2,80,39.0,0,0,0,0,0,0.4,111
2021-05-16T01:00:00Z,2021-05-16T00:00:00Z,PT60M,14.1,88,14.7,0,0,0,0,0,0.9,123
2021-05-16T02:00:00Z,2021-05-16T01:00:00Z,PT60M,13.2,97,0.3,0,0,0,0,0,0.9,136
2021-05-16T03:00:00Z,2021-05-16T02:00:00Z,PT60M,12.3,108,21.2,0,0,0,0,0,0.6,148
2021-05-16T04:00:00Z,2021-05-16T03:00:00Z,PT60M,12.2,129,32.2,0,0,0,0,0,0.5,159
2021-05-16T05:00:00Z,2021-05-16T04:00:00Z,PT60M,12.0,172,15.9,0,0,0,0,0,1.0,165
2021-05-16T06:00:00Z,2021-05-16T05:00:00Z,PT60M,11.7,-139,6.7,0,0,0,0,0,0.8,162
2021-05-16T07:00:00Z,2021-05-16T06:00:00Z,PT60M,11.5,-113,1.5,0,0,0,0,0,0.6,151
2021-05-16T08:00:00Z,2021-05-16T07:00:00Z,PT60M,11.0,-99,0.0,0,0,0,0,0,0.7,139
2021-05-16T09:00:00Z,2021-05-16T08:00:00Z,PT60M,10.7,-90,26.2,0,0,0,0,0,0.6,127
2021-05-16T10:00:00Z,2021-05-16T09:00:00Z,PT60M,10.9,-82,24.6,0,0,0,0,0,0.9,114
2021-05-16T11:00:00Z,2021-05-16T10:00:00Z,PT60M,11.3,-75,17.1,0,0,0,0,0,0.9,102
2021-05-16T12:00:00Z,2021-05-16T11:00:00Z,PT60M,12.0,-67,21.0,9,45,4,13,8,0.7,90
2021-05-16T13:00:00Z,2021-05-16T12:00:00Z,PT60M,14.0,-59,27.1,93,74,13,106,115,1.0,79
2021-05-16T14:00:00Z,2021-05-16T13:00:00Z,PT60M,16.7,-48,35.2,186,54,21,206,233,0.8,69
2021-05-16T15:00:00Z,2021-05-16T14:00:00Z,PT60M,18.8,-35,15.5,187,413,207,394,504,0.5,60
2021-05-16T16:00:00Z,2021-05-16T15:00:00Z,PT60M,20.6,-20,18.4,241,378,218,459,497,0.6,54
2021-05-16T17:00:00Z,2021-05-16T16:00:00Z,PT60M,22.1,-3,21.7,284,304,188,472,474,0.9,52
2021-05-16T18:00:00Z,2021-05-16T17:00:00Z,PT60M,23.2,15,9.1,169,596,358,527,554,1.4,53
2021-05-16T19:00:00Z,2021-05-16T18:00:00Z,PT60M,23.9,31,10.3,166,532,278,444,554,1.5,58
2021-05-16T20:00:00Z,2021-05-16T19:00:00Z,PT60M,24.2,45,1.2,69,709,288,357,640,1.5,66
2021-05-16T21:00:00Z,2021-05-16T20:00:00Z,PT60M,23.1,56,2.4,54,539,136,190,349,1.7,76
2021-05-16T22:00:00Z,2021-05-16T21:00:00Z,PT60M,20.5,65,14.0,18,162,20,38,24,1.4,87
2021-05-16T23:00:00Z,2021-05-16T22:00:00Z,PT60M,18.4,73,24.0,0,0,0,0,0,1.0,98
2021-05-17T00:00:00Z,2021-05-16T23:00:00Z,PT60M,17.7,80,25.8,0,0,0,0,0,0.6,111
2021-05-17T01:00:00Z,2021-05-17T00:00:00Z,PT60M,17.1,88,29.7,0,0,0,0,0,0.7,123
2021-05-17T02:00:00Z,2021-05-17T01:00:00Z,PT60M,16.6,96,45.5,0,0,0,0,0,0.6,136
2021-05-17T03:00:00Z,2021-05-17T02:00:00Z,PT60M,16.3,108,35.1,0,0,0,0,0,0.7,148
2021-05-17T04:00:00Z,2021-05-17T03:00:00Z,PT60M,15.7,129,21.0,0,0,0,0,0,1.0,159
2021-05-17T05:00:00Z,2021-05-17T04:00:00Z,PT60M,14.8,172,27.7,0,0,0,0,0,0.7,166
2021-05-17T06:00:00Z,2021-05-17T05:00:00Z,PT60M,14.4,-138,20.5,0,0,0,0,0,0.2,162
2021-05-17T07:00:00Z,2021-05-17T06:00:00Z,PT60M,14.4,-112,5.9,0,0,0,0,0,0.2,151
2021-05-17T08:00:00Z,2021-05-17T07:00:00Z,PT60M,14.2,-99,2.4,0,0,0,0,0,0.1,139
2021-05-17T09:00:00Z,2021-05-17T08:00:00Z,PT60M,14.0,-90,16.5,0,0,0,0,0,0.2,127
2021-05-17T10:00:00Z,2021-05-17T09:00:00Z,PT60M,14.0,-82,15.0,0,0,0,0,0,0.4,114
2021-05-17T11:00:00Z,2021-05-17T10:00:00Z,PT60M,14.0,-75,9.5,0,0,0,0,0,0.3,102
2021-05-17T12:00:00Z,2021-05-17T11:00:00Z,PT60M,14.2,-67,3.2,7,83,7,14,6,0.0,90
2021-05-17T13:00:00Z,2021-05-17T12:00:00Z,PT60M,16.2,-58,1.5,39,507,104,143,219,0.3,79
2021-05-17T14:00:00Z,2021-05-17T13:00:00Z,PT60M,18.9,-48,0.0,53,716,261,315,620,0.5,69
2021-05-17T15:00:00Z,2021-05-17T14:00:00Z,PT60M,20.9,-35,0.0,63,803,398,461,647,1.0,60
2021-05-17T16:00:00Z,2021-05-17T15:00:00Z,PT60M,22.3,-20,0.0,65,852,495,561,622,1.2,54
2021-05-17T17:00:00Z,2021-05-17T16:00:00Z,PT60M,23.4,-3,3.2,108,769,473,581,586,1.3,52
2021-05-17T18:00:00Z,2021-05-17T17:00:00Z,PT60M,24.2,15,2.9,103,771,459,562,597,1.9,53
2021-05-17T19:00:00Z,2021-05-17T18:00:00Z,PT60M,24.6,31,1.4,78,785,411,488,631,2.4,58
